Employee ID,Termdate,Total Teriminated
00-94170608,,0
00-86829631,,0
00-24391123,,0
00-75098469,,0
00-24744772,,0
00-11132274,,0
00-60012498,,0
00-48257465,,0
00-78036333,,0
00-22452337,,0
00-11577154,,0
00-89331123,,0
00-76577067,,0
00-33637158,,0
00-62741841,,0
00-21659353,,0
00-91591543,,0
00-40358467,,0
00-61926784,,0
00-82265483,,0
00-26103071,,0
00-83063903,,0
00-76077091,,0
00-27743740,,0
00-24272571,,0
00-32711457,,0
00-74863150,,0
00-56080307,,0
00-97971567,,0
00-73176107,,0
00-28251835,,0
00-21091349,,0
00-30753916,,0
00-62035978,,0
00-21906683,,0
00-92667094,,0
00-56699561,,0
00-96500924,,0
00-76559938,,0
00-54468633,,0
00-95911762,,0
00-37323438,,0
00-46115786,,0
00-13670974,,0
00-14532520,,0
00-99396822,,0
00-54681905,,0
00-22125761,,0
00-49437611,,0
00-44439001,,0
00-94705607,,0
00-10008169,,0
00-65189205,,0
00-10667938,,0
00-71787651,,0
00-20733328,,0
00-60651325,,0
00-76922183,,0
00-93255820,,0
00-69127002,,0
00-62258051,,0
00-71036929,,0
00-15104468,,0
00-86246226,,0
00-49086658,,0
00-30311392,,0
00-16832563,,0
00-58561569,,0
00-42977091,,0
00-19223541,,0
00-41973862,,0
00-76473852,,0
00-72207404,,0
00-68910408,,0
00-75841004,,0
00-68624474,,0
00-89527918,,0
00-61224263,,0
00-99833906,,0
00-41079103,,0
00-99414559,,0
00-59468104,,0
00-28222781,,0
00-11396963,,0
00-45231001,,0
00-50414015,,0
00-93969764,,0
00-87193711,,0
00-47590802,,0
00-92548875,,0
00-30172609,,0
00-43746338,,0
00-60082221,,0
00-71067638,,0
00-51105057,,0
00-44187558,,0
00-29799652,,0
00-50883024,,0
00-50284955,,0
00-57692057,,0
00-15631183,,0
00-35636468,,0
00-73203169,,0
00-82592611,,0
00-17036160,,0
00-98929256,,0
00-19065665,,0
00-62668823,,0
00-35857500,,0
00-43145043,,0
00-26497586,,0
00-99447205,,0
00-49985512,,0
00-64986304,,0
00-38157130,,0
00-83549599,,0
00-39187415,,0
00-44541505,,0
00-66853378,,0
00-86306755,,0
00-22119306,,0
00-88963818,,0
00-58310738,,0
00-99776851,,0
00-40145757,,0
00-39513045,,0
00-77278338,,0
00-27702023,,0
00-93769170,,0
00-65440710,,0
00-60861919,,0
00-40438208,,0
00-57552019,,0
00-93420414,,0
00-33781587,,0
00-36949872,,0
00-26743037,,0
00-40584869,,0
00-55386805,,0
00-35296149,,0
00-17286763,,0
00-99928690,,0
00-75997979,,0
00-98653040,,0
00-46017965,,0
00-37817237,,0
00-28453471,,0
00-89865944,,0
00-95753950,,0
00-93051731,,0
00-65573350,,0
00-98384904,,0
00-10909370,,0
00-40996935,,0
00-59874049,,0
00-33783708,,0
00-92803389,,0
00-94399027,,0
00-42431822,,0
00-87671284,,0
00-72632102,,0
00-87662596,,0
00-27367982,,0
00-37881659,,0
00-36364647,,0
00-67088619,,0
00-78984106,,0
00-91162973,,0
00-10329821,,0
00-83672216,,0
00-98981391,,0
00-78807596,,0
00-82674732,,0
00-53221337,,0
00-10969945,,0
00-14186818,,0
00-67516393,,0
00-53931390,,0
00-84822264,,0
00-73598657,,0
00-15692967,,0
00-32420703,,0
00-72085897,,0
00-21390049,,0
00-60232496,,0
00-92474074,,0
00-19041276,,0
00-30035090,,0
00-56740994,,0
00-82777382,,0
00-87897778,,0
00-31034514,,0
00-25577992,,0
00-21328270,,0
00-39340542,,0
00-72689644,,0
00-43965629,,0
00-48496836,,0
00-96923747,,0
00-37476059,,0
00-55847650,,0
00-26735821,,0
00-84705402,,0
00-86844836,,0
00-36059652,,0
00-63116625,,0
00-93276088,,0
00-91074604,,0
00-56989269,,0
00-90693921,,0
00-54440795,,0
00-81080601,,0
00-61268618,,0
00-88252116,,0
00-52058336,,0
00-84303190,,0
00-74697129,,0
00-56073103,,0
00-25544987,,0
00-81278003,,0
00-18568064,,0
00-10033114,,0
00-91357521,,0
00-22263507,,0
00-95313518,,0
00-16986498,,0
00-45298445,,0
00-10515548,,0
00-25790828,,0
00-39705384,,0
00-54495054,,0
00-97734815,,0
00-20760289,,0
00-35327280,,0
00-94446429,,0
00-98223673,,0
00-60856575,,0
00-23948820,,0
00-93491436,,0
00-93488889,,0
00-88528019,,0
00-66013532,,0
00-23087728,,0
00-54190018,,0
00-28551845,,0
00-30435507,,0
00-73077976,,0
00-68224195,,0
00-81088456,,0
00-92659260,,0
00-36415300,,0
00-64370744,,0
00-15356154,,0
00-23985428,,0
00-31036065,,0
00-90783964,,0
00-20019055,,0
00-70714168,,0
00-80382000,,0
00-85302098,,0
00-24795927,,0
00-95758290,,0
00-14495909,,0
00-37412322,,0
00-66764586,,0
00-12943511,,0
00-66404731,,0
00-52869025,,0
00-55816176,,0
00-95386415,,0
00-30380634,,0
00-15414590,,0
00-20695957,,0
00-40805436,,0
00-88205594,,0
00-86053026,,0
00-31726408,,0
00-23644112,,0
00-60748656,,0
00-91235551,,0
00-56356961,,0
00-61125809,,0
00-16412872,,0
00-43472531,,0
00-41782201,,0
00-98519306,,0
00-35242303,,0
00-95979202,,0
00-37709690,,0
00-75939337,,0
00-47955201,,0
00-12546591,,0
00-75868272,,0
00-11536077,,0
00-13398022,,0
00-86852328,,0
00-53908184,,0
00-80302293,,0
00-34813934,,0
00-52445278,,0
00-31234023,,0
00-63418120,,0
00-96583583,,0
00-95549812,,0
00-75946847,,0
00-18585082,,0
00-96750938,,0
00-99011879,,0
00-29108179,,0
00-14344197,,0
00-68540955,,0
00-78613363,,0
00-26989313,,0
00-24542266,,0
00-97681338,,0
00-51991638,,0
00-42923144,,0
00-36326944,,0
00-59711575,,0
00-35754346,,0
00-98146576,,0
00-21112459,,0
00-82611046,,0
00-30386018,,0
00-79366132,,0
00-28112562,,0
00-94378401,,0
00-47277197,,0
00-97362118,,0
00-78569102,,0
00-18402695,,0
00-48974101,,0
00-32913980,,0
00-10902666,,0
00-44314112,,0
00-36618219,,0
00-29378518,,0
00-41915266,,0
00-68214906,,0
00-12302458,,0
00-24451825,,0
00-60641104,,0
00-83719381,,0
00-53424580,,0
00-23635217,,0
00-50694236,,0
00-97761151,,0
00-10997236,,0
00-17985583,,0
00-38203297,,0
00-56248692,,0
00-87713623,,0
00-34563902,,0
00-48781804,,0
00-78190403,,0
00-86994349,,0
00-87171497,,0
00-18244186,,0
00-59416355,,0
00-28988828,,0
00-79525894,,0
00-25568500,,0
00-87987635,,0
00-40187291,,0
00-38137132,,0
00-76072249,,0
00-46969062,,0
00-35144941,,0
00-98581654,,0
00-22545653,,0
00-53781905,,0
00-41840662,,0
00-97364536,,0
00-36316515,,0
00-13026428,,0
00-69272776,,0
00-11069794,,0
00-62135917,,0
00-99269195,,0
00-24486341,,0
00-92906016,,0
00-37679708,,0
00-81893982,,0
00-36851375,,0
00-93614156,,0
00-37243875,,0
00-48903840,,0
00-10965569,,0
00-44606236,,0
00-44769739,,0
00-75547434,,0
00-88874216,,0
00-89017236,,0
00-94825727,,0
00-40976164,,0
00-98676159,,0
00-25820638,,0
00-10673042,,0
00-52727864,,0
00-68697353,,0
00-31349570,,0
00-79355175,,0
00-39850909,,0
00-23271654,,0
00-53253408,,0
00-82054847,,0
00-95700705,,0
00-88325414,,0
00-25489430,,0
00-95035920,,0
00-43324269,,0
00-81001456,,0
00-31901903,,0
00-22635867,,0
00-13609956,,0
00-55696789,,0
00-79748476,,0
00-43098475,,0
00-11469548,,0
00-77323835,,0
00-40066698,,0
00-23153230,,0
00-42359400,,0
00-50144760,,0
00-97973637,,0
00-16717119,,0
00-15732182,,0
00-85701752,,0
00-52003746,,0
00-49258091,,0
00-91211357,,0
00-40202787,,0
00-88488268,,0
00-59178730,,0
00-83759721,,0
00-19658994,,0
00-22123631,,0
00-75248523,,0
00-40645572,,0
00-63195723,,0
00-29148862,,0
00-29307578,,0
00-98480345,,0
00-35975112,,0
00-78288809,,0
00-89295660,,0
00-18439853,,0
00-50635874,,0
00-84958851,,0
00-64993351,,0
00-75945661,,0
00-50570882,,0
00-80910050,,0
00-92572018,,0
00-41724015,,0
00-38269460,,0
00-32180457,,0
00-95019446,,0
00-81871771,,0
00-81891508,,0
00-91411889,,0
00-73082694,,0
00-12705048,,0
00-17716155,,0
00-35481281,,0
00-84371711,,0
00-74993537,,0
00-65604429,,0
00-93312959,,0
00-72244897,,0
00-92447104,,0
00-70033217,,0
00-54668206,,0
00-26492036,,0
00-32396888,,0
00-62855838,,0
00-49733158,,0
00-39330100,,0
00-34967191,,0
00-44188269,,0
00-65738565,,0
00-20120010,,0
00-87413513,,0
00-18054992,,0
00-88919775,,0
00-63481505,,0
00-83433630,,0
00-82375751,,0
00-73650357,,0
00-69749655,,0
00-54041845,,0
00-45867744,,0
00-64864887,,0
00-22457090,,0
00-67710061,,0
00-68246537,,0
00-87970429,,0
00-33174916,,0
00-12425706,,0
00-40923692,,0
00-28903037,,0
00-12672106,,0
00-54035727,,0
00-57904616,,0
00-36586910,,0
00-71414821,,0
00-74256437,,0
00-63321871,,0
00-26439804,,0
00-54314842,,0
00-35442517,,0
00-88622613,,0
00-38267512,,0
00-96889969,,0
00-91509842,,0
00-36457435,,0
00-25249120,,0
00-73391831,,0
00-36930692,,0
00-11244728,,0
00-24000677,,0
00-14410593,,0
00-70998022,,0
00-47526885,,0
00-98617690,,0
00-67031028,,0
00-10464811,,0
00-36892617,,0
00-63773579,,0
00-31199787,,0
00-12579877,,0
00-92203497,,0
00-60936563,,0
00-13366707,,0
00-40579810,,0
00-74476742,,0
00-93064164,,0
00-98202384,,0
00-69240493,,0
00-95040154,,0
00-95717754,,0
00-50461969,,0
00-67982400,,0
00-41227854,,0
00-33032191,,0
00-66783807,,0
00-13485913,,0
00-46701305,,0
00-38063091,,0
00-98794105,,0
00-87470671,,0
00-66112969,,0
00-91094790,,0
00-93349536,,0
00-85013013,,0
00-77355292,,0
00-66691738,,0
00-26143959,,0
00-31510288,,0
00-39226259,,0
00-38354723,,0
00-22009789,,0
00-61503382,,0
00-46470084,,0
00-34488359,,0
00-16405980,,0
00-55424358,,0
00-41663551,,0
00-18708366,,0
00-95255730,,0
00-80728547,,0
00-70964226,,0
00-58149482,,0
00-34036169,,0
00-84950330,,0
00-72199925,,0
00-70259467,,0
00-32457056,,0
00-58246503,,0
00-60516391,,0
00-55126455,,0
00-71743329,,0
00-15833729,,0
00-47628993,,0
00-87023282,,0
00-48186811,,0
00-85773305,,0
00-57158074,,0
00-36121315,,0
00-75845287,,0
00-40257672,,0
00-56428671,,0
00-15634248,,0
00-96506181,,0
00-20741296,,0
00-31506414,,0
00-81988124,,0
00-17734634,,0
00-76909725,,0
00-69682115,,0
00-61130128,,0
00-34399341,,0
00-55293238,,0
00-63472598,,0
00-89950868,,0
00-42247700,,0
00-31658249,,0
00-96087848,,0
00-59508547,,0
00-24370285,,0
00-37339300,,0
00-81808026,,0
00-84776858,,0
00-15346404,,0
00-18485147,,0
00-23254482,,0
00-52184106,,0
00-98798695,,0
00-31168865,,0
00-15850133,,0
00-62227199,,0
00-15673858,,0
00-56358761,,0
00-96644900,,0
00-38986747,,0
00-23208247,,0
00-10017850,,0
00-84500200,,0
00-29326800,,0
00-36605629,,0
00-50955675,,0
00-69601581,,0
00-54665585,,0
00-69471346,,0
00-43355581,,0
00-54356545,,0
00-17140578,,0
00-59541440,,0
00-59710508,,0
00-27421340,,0
00-14245067,,0
00-78485923,,0
00-91179203,,0
00-87788812,,0
00-59948088,,0
00-63597632,,0
00-92071729,,0
00-47580770,,0
00-11299382,,0
00-90241009,,0
00-75729850,,0
00-31910386,,0
00-59650807,,0
00-44987131,,0
00-90727321,,0
00-93045054,,0
00-68429652,,0
00-12483380,,0
00-14352961,,0
00-74068039,,0
00-25180063,,0
00-11164601,,0
00-28869078,,0
00-73695246,,0
00-36481124,,0
00-86459518,,0
00-71937580,,0
00-87602153,,0
00-87000815,,0
00-23441911,,0
00-71026330,,0
00-28113144,,0
00-39430744,,0
00-87256690,,0
00-47715268,,0
00-50119441,,0
00-17853132,,0
00-46971545,,0
00-43629729,,0
00-13409779,,0
00-94408740,,0
00-51197481,,0
00-76016435,,0
00-47160179,,0
00-47625379,,0
00-75829146,,0
00-98882124,,0
00-27241808,,0
00-33519462,,0
00-78548578,,0
00-37995717,,0
00-49568600,,0
00-28420515,,0
00-13018823,,0
00-13629536,,0
00-31673059,,0
00-63892324,,0
00-93924534,,0
00-39822796,,0
00-96266975,,0
00-62143976,,0
00-75344357,,0
00-64962725,,0
00-56799147,,0
00-79715974,,0
00-66524475,,0
00-23523308,,0
00-69998135,,0
00-61263520,,0
00-93794410,,0
00-99242791,,0
00-79831087,,0
00-45800669,,0
00-69657013,,0
00-99369812,,0
00-30034371,,0
00-63056925,,0
00-67797316,,0
00-46784982,,0
00-59939933,,0
00-96300090,,0
00-62036138,,0
00-24869050,,0
00-83454998,,0
00-49796475,,0
00-21173787,,0
00-58626152,,0
00-44426734,,0
00-85436973,,0
00-16681498,,0
00-96647914,,0
00-47074477,,0
00-23228017,,0
00-95231261,,0
00-64141437,,0
00-31997576,,0
00-83374285,,0
00-68645850,,0
00-14832588,,0
00-55604049,,0
00-67344434,,0
00-85553948,,0
00-28693730,,0
00-59532732,,0
00-74987079,,0
00-85107047,,0
00-93834973,,0
00-95501953,,0
00-51396067,,0
00-53015114,,0
00-12232886,,0
00-65563827,,0
00-15997180,,0
00-49011532,,0
00-91706040,,0
00-47775463,,0
00-54800838,,0
00-37730181,,0
00-30970686,,0
00-18128621,,0
00-24929252,,0
00-53937353,,0
00-86396187,,0
00-24087799,,0
00-67121045,,0
00-63860585,,0
00-63296593,,0
00-94538675,,0
00-68008992,,0
00-51970837,,0
00-46560856,,0
00-78188722,,0
00-35839651,,0
00-12767728,,0
00-62103937,,0
00-46807983,,0
00-92677226,,0
00-82142272,,0
00-88800061,,0
00-71637911,,0
00-99996378,,0
00-50384524,,0
00-69599673,,0
00-64331127,,0
00-26853900,,0
00-71187250,,0
00-27053140,,0
00-22718281,,0
00-12075786,,0
00-61212562,,0
00-23112905,,0
00-20665796,,0
00-10764034,,0
00-93805299,,0
00-55047826,,0
00-29588118,,0
00-16829764,,0
00-99674912,,0
00-52970439,,0
00-51658222,,0
00-64579226,,0
00-69202385,,0
00-75715496,,0
00-38996393,,0
00-40679513,,0
00-29226627,,0
00-68030164,,0
00-23316648,,0
00-86857173,,0
00-36612148,,0
00-97702160,,0
00-41389215,,0
00-14897064,,0
00-32403250,,0
00-96886282,,0
00-64306604,,0
00-11976405,,0
00-82265081,,0
00-22516397,,0
00-55588495,,0
00-70716224,,0
00-55821856,,0
00-33773513,,0
00-84104909,,0
00-15279811,,0
00-41316383,,0
00-38839191,,0
00-60363964,,0
00-77390918,,0
00-86864099,,0
00-83670115,,0
00-43283131,,0
00-40652764,,0
00-62810773,,0
00-24474127,,0
00-11586450,,0
00-26827538,,0
00-28850770,,0
00-87666600,,0
00-81869924,,0
00-65771986,,0
00-85752409,,0
00-47303539,,0
00-96541691,,0
00-30407950,,0
00-68877510,,0
00-69276832,,0
00-54326109,,0
00-98530136,,0
00-84366722,,0
00-43273757,,0
00-48849191,,0
00-77567852,,0
00-71414425,,0
00-90715400,,0
00-36121230,,0
00-67738851,,0
00-20073766,,0
00-16788521,,0
00-87881130,,0
00-67003442,,0
00-24899442,,0
00-19987762,,0
00-90730565,,0
00-42502527,,0
00-82551667,,0
00-16641596,,0
00-47570627,,0
00-37666357,,0
00-40954383,,0
00-63274774,,0
00-43894767,,0
00-33727039,,0
00-57365466,,0
00-89487318,,0
00-74420002,,0
00-24406372,,0
00-11482715,,0
00-24412290,,0
00-98917279,,0
00-92353546,,0
00-63766628,,0
00-52121679,,0
00-55322842,,0
00-11256721,,0
00-66739991,,0
00-25145863,,0
00-92820305,,0
00-73530347,,0
00-17020005,,0
00-20341136,,0
00-22454733,,0
00-82853994,,0
00-49113647,,0
00-40693565,,0
00-12044584,,0
00-91195906,,0
00-70018532,,0
00-45792181,,0
00-67186360,,0
00-99436783,,0
00-79799698,,0
00-99467394,,0
00-46147988,,0
00-64430126,,0
00-27304799,,0
00-21977132,,0
00-84804948,,0
00-34675726,,0
00-84418609,,0
00-52464268,,0
00-86715884,,0
00-30027490,,0
00-48233190,,0
00-68288208,,0
00-81263504,,0
00-77887931,,0
00-19880297,,0
00-78754597,,0
00-20170987,,0
00-66086286,,0
00-55063823,,0
00-94592986,,0
00-79871671,,0
00-79013223,,0
00-36252367,,0
00-72386266,,0
00-94765913,,0
00-67904194,,0
00-85153004,,0
00-88809362,,0
00-33847090,,0
00-46905154,,0
00-98001633,,0
00-24284125,,0
00-88608290,,0
00-46589276,,0
00-49379055,,0
00-49626654,,0
00-66278367,,0
00-46828381,,0
00-16979130,,0
00-81514416,,0
00-64299043,,0
00-69322805,,0
00-12485938,,0
00-36062717,,0
00-79481516,,0
00-86166812,,0
00-25552030,,0
00-73739506,,0
00-56290206,,0
00-11194267,,0
00-88703145,,0
00-77641423,,0
00-83830667,,0
00-15998983,,0
00-71300688,,0
00-21283250,,0
00-78408689,,0
00-30503941,,0
00-66840903,,0
00-54881018,,0
00-96522918,,0
00-53136609,,0
00-30937370,,0
00-60040826,,0
00-46148486,,0
00-82015813,,0
00-99618476,,0
00-81877114,,0
00-62002811,,0
00-46589765,,0
00-44754808,,0
00-11998162,,0
00-20440451,,0
00-28466565,,0
00-67695778,,0
00-66468502,,0
00-59253883,,0
00-21615436,,0
00-68456858,,0
00-87789716,,0
00-38682565,,0
00-99563301,,0
00-43064672,,0
00-51280251,,0
00-34213769,,0
00-69401906,,0
00-37466847,,0
00-57558261,,0
00-13105908,,0
00-84378065,,0
00-62054365,,0
00-52123474,,0
00-50745258,,0
00-69149428,,0
00-90015279,,0
00-19983865,,0
00-64653122,,0
00-63836946,,0
00-32704265,,0
00-76818175,,0
00-74851704,,0
00-16871369,,0
00-12637090,,0
00-46881809,,0
00-35526992,,0
00-79003124,,0
00-14631527,,0
00-41523901,,0
00-88594257,,0
00-18982581,,0
00-30658164,,0
00-15697626,,0
00-45940979,,0
00-75993764,,0
00-82428426,,0
00-31287616,,0
00-54649538,,0
00-52101199,,0
00-21987653,,0
00-92910238,,0
00-17171026,,0
00-89400305,,0
00-54992623,,0
00-61079694,,0
00-77196215,,0
00-36580682,,0
00-78120181,,0
00-85435906,,0
00-96219997,,0
00-40201129,,0
00-58601581,,0
00-96419192,,0
00-93512668,,0
00-38122623,,0
00-57688529,,0
00-42846895,,0
00-92796892,,0
00-58827665,,0
00-43739891,,0
00-29945631,,0
00-61449796,,0
00-97770504,,0
00-79798454,,0
00-11464854,,0
00-17712557,,0
00-97117661,,0
00-61902437,,0
00-85891085,,0
00-26951598,,0
00-54269149,,0
00-66371321,,0
00-83226848,,0
00-75760850,,0
00-91623020,,0
00-23646635,,0
00-31405453,,0
00-76130666,,0
00-52036150,,0
00-29457121,,0
00-35407437,,0
00-75218753,,0
00-96278515,,0
00-63078880,,0
00-32897636,,0
00-97011630,,0
00-21452539,,0
00-27613681,,0
00-28363405,,0
00-69069644,,0
00-90710835,,0
00-64538931,,0
00-26553454,,0
00-16249742,,0
00-71355706,,0
00-32069861,,0
00-69297263,,0
00-17709617,,0
00-49189370,,0
00-78417285,,0
00-86860780,,0
00-68700864,,0
00-25712553,,0
00-43544444,,0
00-42914388,,0
00-45346140,,0
00-78276013,,0
00-52539471,,0
00-15751690,,0
00-18045780,,0
00-92402869,,0
00-25836692,,0
00-51624456,,0
00-63284724,,0
00-39159454,,0
00-40596967,,0
00-70553023,,0
00-46980400,,0
00-77811681,,0
00-51608017,,0
00-27810833,,0
00-55672395,,0
00-86783494,,0
00-24450015,,0
00-70273791,,0
00-46268695,,0
00-23288780,,0
00-35775293,,0
00-30184404,,0
00-67407701,,0
00-87618586,,0
00-80440993,,0
00-86263395,,0
00-32913930,,0
00-76459478,,0
00-61517012,,0
00-28692391,,0
00-25245600,,0
00-85756281,,0
00-72224542,,0
00-57559697,,0
00-69402803,,0
00-69567530,,0
00-38435937,,0
00-78495121,,0
00-21413934,,0
00-81530199,,0
00-12089715,,0
00-11070085,,0
00-74707720,,0
00-58104578,,0
00-43105363,,0
00-48261364,,0
00-64215650,,0
00-72620390,,0
00-28605786,,0
00-27247299,,0
00-71492815,,0
00-49193927,,0
00-95502685,,0
00-55596469,,0
00-71231190,,0
00-70571332,,0
00-22825003,,0
00-30027622,,0
00-67137046,,0
00-88598977,,0
00-69093033,,0
00-97330798,,0
00-41207351,,0
00-56253163,,0
00-97254175,,0
00-44599931,,0
00-16957012,,0
00-64878236,,0
00-30744991,,0
00-21010428,,0
00-26387532,,0
00-16124158,,0
00-77783433,,0
00-69509996,,0
00-31388734,,0
00-55786338,,0
00-89317124,,0
00-56271914,,0
00-64349413,,0
00-96856891,,0
00-94731492,,0
00-50574135,,0
00-33878421,,0
00-18139099,,0
00-18585913,,0
00-80850880,,0
00-63964216,,0
00-46803483,,0
00-41578870,,0
00-64998006,,0
00-31927086,,0
00-86187341,,0
00-31721638,,0
00-67229772,,0
00-73102032,,0
00-16861001,,0
00-22987218,,0
00-59430818,,0
00-18004248,,0
00-39991893,,0
00-58393887,,0
00-51901392,,0
00-82846692,,0
00-40638003,,0
00-41562316,,0
00-67269299,,0
00-59499531,,0
00-41370393,,0
00-36937481,,0
00-69750614,,0
00-10076959,,0
00-70333053,,0
00-16306434,,0
00-60269323,,0
00-32779572,,0
00-22802899,,0
00-13251476,,0
00-58388604,,0
00-95081383,,0
00-36047525,,0
00-91916907,,0
00-94281692,,0
00-96267144,,0
00-96300248,,0
00-87340611,,0
00-52493026,,0
00-20463550,,0
00-78230475,,0
00-23182514,,0
00-94151519,,0
00-26650628,,0
00-35003381,,0
00-72653244,,0
00-37246265,,0
00-59663454,,0
00-44063535,,0
00-33581963,,0
00-11446903,,0
00-91027620,,0
00-16818365,,0
00-84198767,,0
00-27007519,,0
00-70203892,,0
00-58486215,,0
00-20715605,,0
00-56880867,,0
00-62443962,,0
00-69644085,,0
00-88852864,,0
00-55486864,,0
00-73491242,,0
00-11070533,,0
00-38712948,,0
00-96817795,,0
00-67293719,,0
00-81080683,,0
00-74745852,,0
00-56662763,,0
00-98164473,,0
00-65559839,,0
00-27948371,,0
00-39611798,,0
00-54780924,,0
00-48587625,,0
00-19920492,,0
00-10333912,,0
00-84853166,,0
00-42709288,,0
00-40756225,,0
00-62016704,,0
00-77738718,,0
00-18718099,,0
00-87205978,,0
00-94992096,,0
00-61306730,,0
00-34148004,,0
00-55286423,,0
00-79772254,,0
00-99936616,,0
00-11458621,,0
00-35415894,,0
00-53632879,,0
00-36017047,,0
00-44604165,,0
00-24327177,,0
00-52757412,,0
00-99206598,,0
00-46004061,,0
00-42482142,,0
00-66809516,,0
00-31999265,,0
00-96239997,,0
00-72482955,,0
00-41255233,,0
00-67203444,,0
00-66920644,,0
00-19293611,,0
00-40272606,,0
00-96173002,,0
00-29931688,,0
00-75082169,,0
00-75755054,,0
00-93806250,,0
00-75706214,,0
00-57759672,,0
00-40962820,,0
00-63415051,,0
00-96577053,,0
00-50296396,,0
00-85413975,,0
00-79792383,,0
00-54410181,,0
00-56845230,,0
00-67130722,,0
00-43314826,,0
00-20435361,,0
00-60675282,,0
00-81751708,,0
00-95235819,,0
00-93064126,,0
00-94443038,,0
00-95592155,,0
00-96547634,,0
00-86334111,,0
00-83731067,,0
00-95117301,,0
00-47869196,,0
00-71977968,,0
00-48747284,,0
00-92220752,,0
00-30080491,,0
00-79595566,,0
00-65304811,,0
00-45128164,,0
00-84108315,,0
00-33136216,,0
00-39380829,,0
00-15521737,,0
00-39899953,,0
00-36146725,,0
00-98872644,,0
00-36380976,,0
00-51818089,,0
00-72801428,,0
00-83287740,,0
00-89414336,,0
00-86548120,,0
00-25594065,,0
00-45524800,,0
00-66001691,,0
00-50042087,,0
00-31050667,,0
00-92466364,,0
00-25494104,,0
00-73881463,,0
00-42215762,,0
00-81248558,,0
00-92617088,,0
00-55765962,,0
00-98220912,,0
00-77376391,,0
00-98359849,,0
00-41491128,,0
00-34609969,,0
00-70779921,,0
00-81669929,,0
00-55358959,,0
00-32634412,,0
00-99115882,,0
00-75342342,,0
00-13004259,,0
00-47057520,,0
00-93086620,,0
00-45296615,,0
00-31672470,,0
00-64923338,,0
00-71839630,,0
00-35481359,,0
00-73380252,,0
00-21928391,,0
00-41112045,,0
00-42572300,,0
00-63586934,,0
00-31336177,,0
00-88664139,,0
00-54829778,,0
00-80314452,,0
00-21744737,,0
00-70177680,,0
00-62353135,,0
00-25926737,,0
00-20387636,,0
00-10667294,,0
00-15836056,,0
00-59046143,,0
00-62021209,,0
00-44716747,,0
00-92293489,,0
00-57814776,,0
00-23471350,,0
00-24790674,,0
00-33103570,,0
00-14325777,,0
00-45450260,,0
00-27409802,,0
00-24867878,,0
00-98676416,,0
00-66633094,,0
00-41435163,,0
00-12404661,,0
00-41026926,,0
00-55231541,,0
00-65622207,,0
00-60454492,,0
00-61896522,,0
00-83722452,,0
00-78230692,,0
00-89763928,,0
00-13695188,,0
00-79338228,,0
00-86327090,,0
00-26234545,,0
00-75882046,,0
00-69677601,,0
00-88092493,,0
00-86587087,,0
00-12941149,,0
00-31254514,,0
00-25351874,,0
00-73208859,,0
00-96711527,,0
00-81358338,,0
00-38321631,,0
00-91512791,,0
00-40595207,,0
00-74157929,,0
00-23078971,,0
00-88448538,,0
00-94482060,,0
00-59442025,,0
00-22299448,,0
00-82518184,,0
00-41603688,,0
00-79879085,,0
00-84994765,,0
00-50890916,,0
00-10578224,,0
00-71237433,,0
00-26022893,,0
00-39721110,,0
00-97355671,,0
00-68233482,,0
00-28363062,,0
00-95087196,,0
00-39402174,,0
00-25975293,,0
00-82317772,,0
00-80938021,,0
00-27960358,,0
00-41724268,,0
00-97890180,,0
00-18024377,,0
00-88235926,,0
00-99960756,,0
00-72312114,,0
00-26283037,,0
00-54440977,,0
00-21655936,,0
00-99078726,,0
00-18728266,,0
00-45349744,,0
00-34480241,,0
00-69821191,,0
00-79616225,,0
00-93153138,,0
00-52943014,,0
00-91420209,,0
00-28399621,,0
00-92335103,,0
00-98237348,,0
00-17429830,,0
00-76626341,,0
00-40014729,,0
00-11502382,,0
00-49330568,,0
00-32482565,,0
00-20937062,,0
00-42308550,,0
00-78832771,,0
00-43115824,,0
00-51546065,,0
00-19764093,,0
00-84783439,,0
00-66586109,,0
00-40374151,,0
00-87607161,,0
00-98931424,,0
00-89210454,,0
00-56338752,,0
00-70883220,,0
00-40384767,,0
00-86609843,,0
00-68749531,,0
00-42835306,,0
00-29557879,,0
00-31127637,,0
00-45769504,,0
00-71643898,,0
00-31349862,,0
00-46188108,,0
00-54777065,,0
00-74880308,,0
00-89084880,,0
00-78064034,,0
00-84969806,,0
00-86576546,,0
00-38033490,,0
00-23941705,,0
00-19857239,,0
00-54753520,,0
00-69719008,,0
00-84726038,,0
00-26282257,,0
00-24371585,,0
00-32068284,,0
00-51509991,,0
00-59891348,,0
00-34955882,,0
00-79277190,,0
00-33761455,,0
00-60979859,,0
00-63841858,,0
00-56241350,,0
00-35280282,,0
00-36156848,,0
00-49700319,,0
00-80992433,,0
00-43396474,,0
00-41195619,,0
00-30773615,,0
00-32286339,,0
00-77647844,,0
00-47054585,,0
00-23530495,,0
00-16780654,,0
00-61193233,,0
00-22343983,,0
00-85935555,,0
00-43027552,,0
00-21813825,,0
00-34024774,,0
00-29940314,,0
00-45799340,,0
00-26745522,,0
00-33315937,,0
00-62109351,,0
00-86755219,,0
00-63402482,,0
00-67308741,,0
00-90559564,,0
00-68008304,,0
00-53514076,,0
00-31813769,,0
00-17529652,,0
